,,,,,Registration,Votes,
33422161,Wards,Rep 22-1,22,D,Brendan Williams,166,
93422162,Thompson,Rep 22-1,22,D,Brendan Williams,194,
33422163,Smith Lake,Rep 22-1,22,D,Brendan Williams,229,
93422168,Holmes,Rep 22-1,22,D,Brendan Williams,256,
33422172,Tykle Cove,Rep 22-1,22,D,Brendan Williams,261,
33422174,French,Rep 22-1,22,D,Brendan Williams,305,
33422175,Sunset Beach,Rep 22-1,22,D,Brendan Williams,354,
93422176,Henderson,Rep 22-1,22,D,Brendan Williams,333,
33422177,Israel,Rep 22-1,22,D,Brendan Williams,7,
93422178,Pattison,Rep 22-1,22,D,Brendan Williams,278,
33422181,Glenwood,Rep 22-1,22,D,Brendan Williams,71,
93422183,Beach Crest,Rep 22-1,22,D,Brendan Williams,218,
33422186,Wilderness,Rep 22-1,22,D,Brendan Williams,338,
93422189,Sleater Kinney,Rep 22-1,22,D,Brendan Williams,227,
93422195,Libby,Rep 22-1,22,D,Brendan Williams,254,
33422201,Olympia 1,Rep 22-1,22,D,Brendan Williams,244,
33422202,Olympia 2,Rep 22-1,22,D,Brendan Williams,282,
33422203,Olympia 3,Rep 22-1,22,D,Brendan Williams,217,
33422204,Olympia 4,Rep 22-1,22,D,Brendan Williams,377,
33422205,Olmypia 5,Rep 22-1,22,D,Brendan Williams,159,
33422206,Olympia 6,Rep 22-1,22,D,Brendan Williams,334,
33422207,Olympia 7,Rep 22-1,22,D,Brendan Williams,149,
33422208,Olympia 8,Rep 22-1,22,D,Brendan Williams,288,
33422209,Olympia 9,Rep 22-1,22,D,Brendan Williams,418,
33422210,Olympia 10,Rep 22-1,22,D,Brendan Williams,318,
33422211,Olympia 11,Rep 22-1,22,D,Brendan Williams,295,
33422212,Olympia 12,Rep 22-1,22,D,Brendan Williams,383,
33422213,Olympia 13,Rep 22-1,22,D,Brendan Williams,298,
33422214,Olympia 14,Rep 22-1,22,D,Brendan Williams,262,
33422215,Olympia 15,Rep 22-1,22,D,Brendan Williams,274,
33422216,Olympia 16,Rep 22-1,22,D,Brendan Williams,50,
93422217,Olympia 17,Rep 22-1,22,D,Brendan Williams,188,
33422218,Olympia 18,Rep 22-1,22,D,Brendan Williams,307,
33422219,Olympia 19,Rep 22-1,22,D,Brendan Williams,230,
33422220,Olympia 20,Rep 22-1,22,D,Brendan Williams,150,
93422221,Olympia 21,Rep 22-1,22,D,Brendan Williams,501,
93422223,Olympia 23,Rep 22-1,22,D,Brendan Williams,434,
33422224,Olympia 24,Rep 22-1,22,D,Brendan Williams,259,
33422225,Olympia 25,Rep 22-1,22,D,Brendan Williams,221,
33422226,Olympia 26,Rep 22-1,22,D,Brendan Williams,256,
33422227,Olympia 27,Rep 22-1,22,D,Brendan Williams,99,
33422228,Olympia 28,Rep 22-1,22,D,Brendan Williams,307,
33422229,Olympia 29,Rep 22-1,22,D,Brendan Williams,297,
33422230,Olympia 30,Rep 22-1,22,D,Brendan Williams,256,
33422231,Olympia 31,Rep 22-1,22,D,Brendan Williams,201,
33422232,Olympia 32,Rep 22-1,22,D,Brendan Williams,310,
33422235,Olympia 35,Rep 22-1,22,D,Brendan Williams,273,
33422236,Olympia 36,Rep 22-1,22,D,Brendan Williams,140,
33422237,Olympia 37,Rep 22-1,22,D,Brendan Williams,209,
33422238,Olympia 38,Rep 22-1,22,D,Brendan Williams,88,
33422239,Olympia 39,Rep 22-1,22,D,Brendan Williams,249,
33422240,Olympia 40,Rep 22-1,22,D,Brendan Williams,233,
33422241,Olympia 41,Rep 22-1,22,D,Brendan Williams,328,
33422242,Olympia 42,Rep 22-1,22,D,Brendan Williams,192,
33422243,Olympia 43,Rep 22-1,22,D,Brendan Williams,326,
33422244,Olympia 44,Rep 22-1,22,D,Brendan Williams,149,
93422245,Olympia 45,Rep 22-1,22,D,Brendan Williams,164,
93422246,Olympia 46,Rep 22-1,22,D,Brendan Williams,442,
33422247,Olympia 47,Rep 22-1,22,D,Brendan Williams,279,
33422248,Olympia 48,Rep 22-1,22,D,Brendan Williams,273,
33422249,Olympia 49,Rep 22-1,22,D,Brendan Williams,321,
33422250,Olympia 50,Rep 22-1,22,D,Brendan Williams,223,
33422251,Olympia 51,Rep 22-1,22,D,Brendan Williams,366,
33422252,Olympia 52,Rep 22-1,22,D,Brendan Williams,157,
93422253,Olympia 53,Rep 22-1,22,D,Brendan Williams,222,
33422254,Olympia 54,Rep 22-1,22,D,Brendan Williams,209,
93422301,Lacey 1,Rep 22-1,22,D,Brendan Williams,95,
93422302,Lacey 2,Rep 22-1,22,D,Brendan Williams,192,
93422303,Lacey 3,Rep 22-1,22,D,Brendan Williams,243,
93422304,Lacey 4,Rep 22-1,22,D,Brendan Williams,132,
93422305,Lacey 5,Rep 22-1,22,D,Brendan Williams,192,
93422306,Lacey 6,Rep 22-1,22,D,Brendan Williams,98,
93422307,Lacey 7,Rep 22-1,22,D,Brendan Williams,210,
93422308,Lacey 8,Rep 22-1,22,D,Brendan Williams,128,
93422309,Lacey 9,Rep 22-1,22,D,Brendan Williams,122,
93422310,Lacey 10,Rep 22-1,22,D,Brendan Williams,308,
93422311,Lacey 11,Rep 22-1,22,D,Brendan Williams,191,
33422312,Lacey 12,Rep 22-1,22,D,Brendan Williams,26,
93422313,Lacey 13,Rep 22-1,22,D,Brendan Williams,128,
93422314,Lacey 14,Rep 22-1,22,D,Brendan Williams,111,
93422315,Lacey 15,Rep 22-1,22,D,Brendan Williams,240,
93422316,Lacey 16,Rep 22-1,22,D,Brendan Williams,243,
93422317,Lacey 17,Rep 22-1,22,D,Brendan Williams,187,
93422318,Lacey 18,Rep 22-1,22,D,Brendan Williams,270,
93422319,Lacey 19,Rep 22-1,22,D,Brendan Williams,163,
93422320,Lacey 20,Rep 22-1,22,D,Brendan Williams,120,
93422321,Lacey 21,Rep 22-1,22,D,Brendan Williams,144,
33422322,Lacey 22,Rep 22-1,22,D,Brendan Williams,595,
93422323,Lacey 23,Rep 22-1,22,D,Brendan Williams,109,
93422324,Lacey 24,Rep 22-1,22,D,Brendan Williams,836,
93422327,Lacey 27,Rep 22-1,22,D,Brendan Williams,236,
93422328,Lacey 28,Rep 22-1,22,D,Brendan Williams,134,
93422329,Lacey 29,Rep 22-1,22,D,Brendan Williams,264,
93422330,Lacey 30,Rep 22-1,22,D,Brendan Williams,334,
93422331,Lacey 31,Rep 22-1,22,D,Brendan Williams,403,
93422332,Lacey 32,Rep 22-1,22,D,Brendan Williams,274,
93422333,Lacey 33,Rep 22-1,22,D,Brendan Williams,146,
93422334,Lacey 34,Rep 22-1,22,D,Brendan Williams,131,
93422335,Lacey 35,Rep 22-1,22,D,Brendan Williams,120,
33422336,Lacey 36,Rep 22-1,22,D,Brendan Williams,63,
33422337,Lacey 37,Rep 22-1,22,D,Brendan Williams,85,
33422401,Tumwater 1,Rep 22-1,22,D,Brendan Williams,241,
33422402,Tumwater 2,Rep 22-1,22,D,Brendan Williams,260,
33422403,Tumwater 3,Rep 22-1,22,D,Brendan Williams,194,
33422404,Tumwater 4,Rep 22-1,22,D,Brendan Williams,148,
33422405,Tumwater 5,Rep 22-1,22,D,Brendan Williams,172,
33422406,Tumwater 6,Rep 22-1,22,D,Brendan Williams,266,
33422407,Tumwater 7,Rep 22-1,22,D,Brendan Williams,185,
33422408,Tumwater 8,Rep 22-1,22,D,Brendan Williams,285,
33422409,Tumwater 9,Rep 22-1,22,D,Brendan Williams,187,
33422410,Tumwater 10,Rep 22-1,22,D,Brendan Williams,273,
33422411,Tumwater 11,Rep 22-1,22,D,Brendan Williams,227,
33422412,Tumwater 12,Rep 22-1,22,D,Brendan Williams,236,
33422413,Tumwater 13,Rep 22-1,22,D,Brendan Williams,138,
33422414,Tumwater 14,Rep 22-1,22,D,Brendan Williams,135,
33422415,Tumwater 15,Rep 22-1,22,D,Brendan Williams,283,
33422421,Tumwater 21,Rep 22-1,22,D,Brendan Williams,96,
93499999,Suppressed voters,Rep 22-1,22,D,Brendan Williams,25,
THURSTON WA,THURSTON WA,Rep 22-1,22,D,Brendan Williams,34907,
93422039,Jones Beach,Rep 22-1,22,,write-in,6,
93422047,Woodard Creek,Rep 22-1,22,,write-in,13,
93422058,Skokomish,Rep 22-1,22,,write-in,5,
93422063,Ames,Rep 22-1,22,,write-in,2,
33422064,Airport,Rep 22-1,22,,write-in,1,
93422065,Luhr Beach,Rep 22-1,22,,write-in,10,
93422066,Fish Trap,Rep 22-1,22,,write-in,5,
33422069,Simmons 3,Rep 22-1,22,,write-in,0,
33422070,Simmons 4,Rep 22-1,22,,write-in,0,
93422075,Long Lake,Rep 22-1,22,,write-in,3,
93422076,Hawk Acres,Rep 22-1,22,,write-in,7,
93422080,Tolmie,Rep 22-1,22,,write-in,3,
93422082,Glen Terra,Rep 22-1,22,,write-in,6,
33422084,Trosper Lake,Rep 22-1,22,,write-in,0,
93422088,Woodland,Rep 22-1,22,,write-in,5,
33422090,Sweet Briar,Rep 22-1,22,,write-in,8,
93422101,Zangle,Rep 22-1,22,,write-in,9,
93422102,Boston Harbor,Rep 22-1,22,,write-in,4,
93422103,Gull Harbor,Rep 22-1,22,,write-in,7,
93422104,Friendly Grove,Rep 22-1,22,,write-in,5,
93422105,South Bay,Rep 22-1,22,,write-in,7,
93422106,Puget,Rep 22-1,22,,write-in,25,
93422107,Bigelow,Rep 22-1,22,,write-in,14,
33422108,Kirsop,Rep 22-1,22,,write-in,3,
93422109,Pleasant Glade,Rep 22-1,22,,write-in,6,
93422110,Montgomery,Rep 22-1,22,,write-in,2,
93422112,Roosevelt,Rep 22-1,22,,write-in,15,
93422113,Kinwood,Rep 22-1,22,,write-in,4,
33422114,McKinley,Rep 22-1,22,,write-in,1,
93422117,Hicks,Rep 22-1,22,,write-in,3,
33422123,Freedom,Rep 22-1,22,,write-in,11,
33422129,College,Rep 22-1,22,,write-in,4,
33422134,Cooper Point,Rep 22-1,22,,write-in,7,
33422135,Butler Cove,Rep 22-1,22,,write-in,7,
33422136,Broadway,Rep 22-1,22,,write-in,15,
33422139,Plainview,Rep 22-1,22,,write-in,13,
33422143,Bush,Rep 22-1,22,,write-in,6,
93422159,Meridian,Rep 22-1,22,,write-in,6,
93422160,Johnson Point,Rep 22-1,22,,write-in,23,
33422161,Wards,Rep 22-1,22,,write-in,7,
93422162,Thompson,Rep 22-1,22,,write-in,11,
33422163,Smith Lake,Rep 22-1,22,,write-in,10,
93422168,Holmes,Rep 22-1,22,,write-in,5,
33422172,Tykle Cove,Rep 22-1,22,,write-in,10,
33422174,French,Rep 22-1,22,,write-in,5,
33422175,Sunset Beach,Rep 22-1,22,,write-in,9,
93422176,Henderson,Rep 22-1,22,,write-in,12,
33422177,Israel,Rep 22-1,22,,write-in,0,
93422178,Pattison,Rep 22-1,22,,write-in,6,
33422181,Glenwood,Rep 22-1,22,,write-in,0,
93422183,Beach Crest,Rep 22-1,22,,write-in,10,
33422186,Wilderness,Rep 22-1,22,,write-in,15,
93422189,Sleater Kinney,Rep 22-1,22,,write-in,1,
93422195,Libby,Rep 22-1,22,,write-in,16,
33422201,Olympia 1,Rep 22-1,22,,write-in,4,
33422202,Olympia 2,Rep 22-1,22,,write-in,4,
33422203,Olympia 3,Rep 22-1,22,,write-in,5,
33422204,Olympia 4,Rep 22-1,22,,write-in,11,
33422205,Olmypia 5,Rep 22-1,22,,write-in,6,
33422206,Olympia 6,Rep 22-1,22,,write-in,9,
33422207,Olympia 7,Rep 22-1,22,,write-in,1,
33422208,Olympia 8,Rep 22-1,22,,write-in,10,
33422209,Olympia 9,Rep 22-1,22,,write-in,21,
33422210,Olympia 10,Rep 22-1,22,,write-in,12,
33422211,Olympia 11,Rep 22-1,22,,write-in,7,
33422212,Olympia 12,Rep 22-1,22,,write-in,9,
33422213,Olympia 13,Rep 22-1,22,,write-in,3,
33422214,Olympia 14,Rep 22-1,22,,write-in,2,
33422215,Olympia 15,Rep 22-1,22,,write-in,7,
33422216,Olympia 16,Rep 22-1,22,,write-in,0,
93422217,Olympia 17,Rep 22-1,22,,write-in,7,
33422218,Olympia 18,Rep 22-1,22,,write-in,9,
33422219,Olympia 19,Rep 22-1,22,,write-in,8,
33422220,Olympia 20,Rep 22-1,22,,write-in,8,
93422221,Olympia 21,Rep 22-1,22,,write-in,14,
93422223,Olympia 23,Rep 22-1,22,,write-in,16,
33422224,Olympia 24,Rep 22-1,22,,write-in,0,
33422225,Olympia 25,Rep 22-1,22,,write-in,7,
33422226,Olympia 26,Rep 22-1,22,,write-in,5,
33422227,Olympia 27,Rep 22-1,22,,write-in,3,
33422228,Olympia 28,Rep 22-1,22,,write-in,13,
33422229,Olympia 29,Rep 22-1,22,,write-in,15,
33422230,Olympia 30,Rep 22-1,22,,write-in,10,
33422231,Olympia 31,Rep 22-1,22,,write-in,7,
33422232,Olympia 32,Rep 22-1,22,,write-in,10,
33422235,Olympia 35,Rep 22-1,22,,write-in,10,
33422236,Olympia 36,Rep 22-1,22,,write-in,2,
33422237,Olympia 37,Rep 22-1,22,,write-in,8,
33422238,Olympia 38,Rep 22-1,22,,write-in,0,
33422239,Olympia 39,Rep 22-1,22,,write-in,6,
33422240,Olympia 40,Rep 22-1,22,,write-in,9,
33422241,Olympia 41,Rep 22-1,22,,write-in,5,
33422242,Olympia 42,Rep 22-1,22,,write-in,8,
33422243,Olympia 43,Rep 22-1,22,,write-in,6,
33422244,Olympia 44,Rep 22-1,22,,write-in,3,
93422245,Olympia 45,Rep 22-1,22,,write-in,5,
93422246,Olympia 46,Rep 22-1,22,,write-in,16,
33422247,Olympia 47,Rep 22-1,22,,write-in,4,
33422248,Olympia 48,Rep 22-1,22,,write-in,6,
33422249,Olympia 49,Rep 22-1,22,,write-in,5,
33422250,Olympia 50,Rep 22-1,22,,write-in,2,
33422251,Olympia 51,Rep 22-1,22,,write-in,8,
33422252,Olympia 52,Rep 22-1,22,,write-in,8,
93422253,Olympia 53,Rep 22-1,22,,write-in,12,
33422254,Olympia 54,Rep 22-1,22,,write-in,3,
93422301,Lacey 1,Rep 22-1,22,,write-in,1,
93422302,Lacey 2,Rep 22-1,22,,write-in,7,
93422303,Lacey 3,Rep 22-1,22,,write-in,11,
93422304,Lacey 4,Rep 22-1,22,,write-in,4,
93422305,Lacey 5,Rep 22-1,22,,write-in,2,
93422306,Lacey 6,Rep 22-1,22,,write-in,3,
93422307,Lacey 7,Rep 22-1,22,,write-in,5,
93422308,Lacey 8,Rep 22-1,22,,write-in,3,
93422309,Lacey 9,Rep 22-1,22,,write-in,3,
93422310,Lacey 10,Rep 22-1,22,,write-in,3,
93422311,Lacey 11,Rep 22-1,22,,write-in,4,
33422312,Lacey 12,Rep 22-1,22,,write-in,0,
93422313,Lacey 13,Rep 22-1,22,,write-in,3,
93422314,Lacey 14,Rep 22-1,22,,write-in,1,
93422315,Lacey 15,Rep 22-1,22,,write-in,8,
93422316,Lacey 16,Rep 22-1,22,,write-in,2,
93422317,Lacey 17,Rep 22-1,22,,write-in,0,
93422318,Lacey 18,Rep 22-1,22,,write-in,7,
93422319,Lacey 19,Rep 22-1,22,,write-in,8,
93422320,Lacey 20,Rep 22-1,22,,write-in,9,
93422321,Lacey 21,Rep 22-1,22,,write-in,15,
33422322,Lacey 22,Rep 22-1,22,,write-in,18,
93422323,Lacey 23,Rep 22-1,22,,write-in,3,
93422324,Lacey 24,Rep 22-1,22,,write-in,25,
93422327,Lacey 27,Rep 22-1,22,,write-in,8,
93422328,Lacey 28,Rep 22-1,22,,write-in,15,
93422329,Lacey 29,Rep 22-1,22,,write-in,4,
93422330,Lacey 30,Rep 22-1,22,,write-in,20,
93422331,Lacey 31,Rep 22-1,22,,write-in,17,
93422332,Lacey 32,Rep 22-1,22,,write-in,14,
93422333,Lacey 33,Rep 22-1,22,,write-in,4,
93422334,Lacey 34,Rep 22-1,22,,write-in,7,
93422335,Lacey 35,Rep 22-1,22,,write-in,2,
33422336,Lacey 36,Rep 22-1,22,,write-in,5,
33422337,Lacey 37,Rep 22-1,22,,write-in,3,
33422401,Tumwater 1,Rep 22-1,22,,write-in,15,
33422402,Tumwater 2,Rep 22-1,22,,write-in,10,
33422403,Tumwater 3,Rep 22-1,22,,write-in,5,
33422404,Tumwater 4,Rep 22-1,22,,write-in,5,
33422405,Tumwater 5,Rep 22-1,22,,write-in,3,
33422406,Tumwater 6,Rep 22-1,22,,write-in,7,
33422407,Tumwater 7,Rep 22-1,22,,write-in,12,
33422408,Tumwater 8,Rep 22-1,22,,write-in,3,
33422409,Tumwater 9,Rep 22-1,22,,write-in,4,
33422410,Tumwater 10,Rep 22-1,22,,write-in,1,
33422411,Tumwater 11,Rep 22-1,22,,write-in,6,
33422412,Tumwater 12,Rep 22-1,22,,write-in,10,
33422413,Tumwater 13,Rep 22-1,22,,write-in,4,
33422414,Tumwater 14,Rep 22-1,22,,write-in,5,
33422415,Tumwater 15,Rep 22-1,22,,write-in,14,
33422421,Tumwater 21,Rep 22-1,22,,write-in,3,
93499999,Suppressed voters,Rep 22-1,22,,write-in,0,
THURSTON WA,THURSTON WA,Rep 22-1,22,,write-in,1108,
93422039,Jones Beach,Rep 22-2,22,D,Sam Hunt,155,
93422047,Woodard Creek,Rep 22-2,22,D,Sam Hunt,233,
93422058,Skokomish,Rep 22-2,22,D,Sam Hunt,134,
93422063,Ames,Rep 22-2,22,D,Sam Hunt,238,
33422064,Airport,Rep 22-2,22,D,Sam Hunt,3,
93422065,Luhr Beach,Rep 22-2,22,D,Sam Hunt,244,
93422066,Fish Trap,Rep 22-2,22,D,Sam Hunt,204,
33422069,Simmons 3,Rep 22-2,22,D,Sam Hunt,11,
33422070,Simmons 4,Rep 22-2,22,D,Sam Hunt,14,
93422075,Long Lake,Rep 22-2,22,D,Sam Hunt,59,
93422076,Hawk Acres,Rep 22-2,22,D,Sam Hunt,143,
93422080,Tolmie,Rep 22-2,22,D,Sam Hunt,102,
93422082,Glen Terra,Rep 22-2,22,D,Sam Hunt,98,
33422084,Trosper Lake,Rep 22-2,22,D,Sam Hunt,35,
93422088,Woodland,Rep 22-2,22,D,Sam Hunt,232,
33422090,Sweet Briar,Rep 22-2,22,D,Sam Hunt,326,
93422101,Zangle,Rep 22-2,22,D,Sam Hunt,247,
93422102,Boston Harbor,Rep 22-2,22,D,Sam Hunt,344,
93422103,Gull Harbor,Rep 22-2,22,D,Sam Hunt,221,
93422104,Friendly Grove,Rep 22-2,22,D,Sam Hunt,157,
93422105,South Bay,Rep 22-2,22,D,Sam Hunt,303,
93422106,Puget,Rep 22-2,22,D,Sam Hunt,247,
93422107,Bigelow,Rep 22-2,22,D,Sam Hunt,238,
33422108,Kirsop,Rep 22-2,22,D,Sam Hunt,146,
93422109,Pleasant Glade,Rep 22-2,22,D,Sam Hunt,154,
93422110,Montgomery,Rep 22-2,22,D,Sam Hunt,138,
93422112,Roosevelt,Rep 22-2,22,D,Sam Hunt,225,
93422113,Kinwood,Rep 22-2,22,D,Sam Hunt,310,
33422114,McKinley,Rep 22-2,22,D,Sam Hunt,50,
93422117,Hicks,Rep 22-2,22,D,Sam Hunt,35,
33422123,Freedom,Rep 22-2,22,D,Sam Hunt,294,
33422129,College,Rep 22-2,22,D,Sam Hunt,116,
33422134,Cooper Point,Rep 22-2,22,D,Sam Hunt,255,
33422135,Butler Cove,Rep 22-2,22,D,Sam Hunt,236,
33422136,Broadway,Rep 22-2,22,D,Sam Hunt,472,
33422139,Plainview,Rep 22-2,22,D,Sam Hunt,416,
33422143,Bush,Rep 22-2,22,D,Sam Hunt,65,
93422159,Meridian,Rep 22-2,22,D,Sam Hunt,102,
93422160,Johnson Point,Rep 22-2,22,D,Sam Hunt,293,
33422161,Wards,Rep 22-2,22,D,Sam Hunt,163,
93422162,Thompson,Rep 22-2,22,D,Sam Hunt,173,
33422163,Smith Lake,Rep 22-2,22,D,Sam Hunt,224,
93422168,Holmes,Rep 22-2,22,D,Sam Hunt,241,
33422172,Tykle Cove,Rep 22-2,22,D,Sam Hunt,267,
33422174,French,Rep 22-2,22,D,Sam Hunt,302,
33422175,Sunset Beach,Rep 22-2,22,D,Sam Hunt,366,
93422176,Henderson,Rep 22-2,22,D,Sam Hunt,308,
33422177,Israel,Rep 22-2,22,D,Sam Hunt,10,
93422178,Pattison,Rep 22-2,22,D,Sam Hunt,263,
33422181,Glenwood,Rep 22-2,22,D,Sam Hunt,63,
93422183,Beach Crest,Rep 22-2,22,D,Sam Hunt,206,
33422186,Wilderness,Rep 22-2,22,D,Sam Hunt,340,
93422189,Sleater Kinney,Rep 22-2,22,D,Sam Hunt,205,
93422195,Libby,Rep 22-2,22,D,Sam Hunt,263,
33422201,Olympia 1,Rep 22-2,22,D,Sam Hunt,258,
33422202,Olympia 2,Rep 22-2,22,D,Sam Hunt,266,
33422203,Olympia 3,Rep 22-2,22,D,Sam Hunt,235,
33422204,Olympia 4,Rep 22-2,22,D,Sam Hunt,373,
33422205,Olmypia 5,Rep 22-2,22,D,Sam Hunt,164,
33422206,Olympia 6,Rep 22-2,22,D,Sam Hunt,330,
33422207,Olympia 7,Rep 22-2,22,D,Sam Hunt,148,
33422208,Olympia 8,Rep 22-2,22,D,Sam Hunt,291,
33422209,Olympia 9,Rep 22-2,22,D,Sam Hunt,426,
33422210,Olympia 10,Rep 22-2,22,D,Sam Hunt,344,
33422211,Olympia 11,Rep 22-2,22,D,Sam Hunt,303,
33422212,Olympia 12,Rep 22-2,22,D,Sam Hunt,348,
33422213,Olympia 13,Rep 22-2,22,D,Sam Hunt,317,
33422214,Olympia 14,Rep 22-2,22,D,Sam Hunt,251,
33422215,Olympia 15,Rep 22-2,22,D,Sam Hunt,292,
33422216,Olympia 16,Rep 22-2,22,D,Sam Hunt,44,
93422217,Olympia 17,Rep 22-2,22,D,Sam Hunt,177,
33422218,Olympia 18,Rep 22-2,22,D,Sam Hunt,327,
33422219,Olympia 19,Rep 22-2,22,D,Sam Hunt,234,
33422220,Olympia 20,Rep 22-2,22,D,Sam Hunt,164,
93422221,Olympia 21,Rep 22-2,22,D,Sam Hunt,516,
93422223,Olympia 23,Rep 22-2,22,D,Sam Hunt,451,
33422224,Olympia 24,Rep 22-2,22,D,Sam Hunt,288,
33422225,Olympia 25,Rep 22-2,22,D,Sam Hunt,219,
33422226,Olympia 26,Rep 22-2,22,D,Sam Hunt,261,
33422227,Olympia 27,Rep 22-2,22,D,Sam Hunt,91,
33422228,Olympia 28,Rep 22-2,22,D,Sam Hunt,331,
33422229,Olympia 29,Rep 22-2,22,D,Sam Hunt,300,
33422230,Olympia 30,Rep 22-2,22,D,Sam Hunt,267,
33422231,Olympia 31,Rep 22-2,22,D,Sam Hunt,190,
33422232,Olympia 32,Rep 22-2,22,D,Sam Hunt,302,
33422235,Olympia 35,Rep 22-2,22,D,Sam Hunt,296,
33422236,Olympia 36,Rep 22-2,22,D,Sam Hunt,141,
33422237,Olympia 37,Rep 22-2,22,D,Sam Hunt,204,
33422238,Olympia 38,Rep 22-2,22,D,Sam Hunt,67,
33422239,Olympia 39,Rep 22-2,22,D,Sam Hunt,259,
33422240,Olympia 40,Rep 22-2,22,D,Sam Hunt,244,
33422241,Olympia 41,Rep 22-2,22,D,Sam Hunt,363,
33422242,Olympia 42,Rep 22-2,22,D,Sam Hunt,206,
33422243,Olympia 43,Rep 22-2,22,D,Sam Hunt,328,
33422244,Olympia 44,Rep 22-2,22,D,Sam Hunt,162,
93422245,Olympia 45,Rep 22-2,22,D,Sam Hunt,154,
93422246,Olympia 46,Rep 22-2,22,D,Sam Hunt,416,
33422247,Olympia 47,Rep 22-2,22,D,Sam Hunt,297,
33422248,Olympia 48,Rep 22-2,22,D,Sam Hunt,267,
33422249,Olympia 49,Rep 22-2,22,D,Sam Hunt,346,
33422250,Olympia 50,Rep 22-2,22,D,Sam Hunt,225,
33422251,Olympia 51,Rep 22-2,22,D,Sam Hunt,327,
33422252,Olympia 52,Rep 22-2,22,D,Sam Hunt,163,
93422253,Olympia 53,Rep 22-2,22,D,Sam Hunt,206,
33422254,Olympia 54,Rep 22-2,22,D,Sam Hunt,221,
93422301,Lacey 1,Rep 22-2,22,D,Sam Hunt,89,
93422302,Lacey 2,Rep 22-2,22,D,Sam Hunt,169,
93422303,Lacey 3,Rep 22-2,22,D,Sam Hunt,218,
93422304,Lacey 4,Rep 22-2,22,D,Sam Hunt,126,
93422305,Lacey 5,Rep 22-2,22,D,Sam Hunt,184,
93422306,Lacey 6,Rep 22-2,22,D,Sam Hunt,90,
93422307,Lacey 7,Rep 22-2,22,D,Sam Hunt,204,
93422308,Lacey 8,Rep 22-2,22,D,Sam Hunt,116,
93422309,Lacey 9,Rep 22-2,22,D,Sam Hunt,111,
93422310,Lacey 10,Rep 22-2,22,D,Sam Hunt,296,
93422311,Lacey 11,Rep 22-2,22,D,Sam Hunt,192,
33422312,Lacey 12,Rep 22-2,22,D,Sam Hunt,22,
93422313,Lacey 13,Rep 22-2,22,D,Sam Hunt,129,
93422314,Lacey 14,Rep 22-2,22,D,Sam Hunt,101,
93422315,Lacey 15,Rep 22-2,22,D,Sam Hunt,214,
93422316,Lacey 16,Rep 22-2,22,D,Sam Hunt,235,
93422317,Lacey 17,Rep 22-2,22,D,Sam Hunt,179,
93422318,Lacey 18,Rep 22-2,22,D,Sam Hunt,244,
93422319,Lacey 19,Rep 22-2,22,D,Sam Hunt,149,
93422320,Lacey 20,Rep 22-2,22,D,Sam Hunt,102,
93422321,Lacey 21,Rep 22-2,22,D,Sam Hunt,132,
33422322,Lacey 22,Rep 22-2,22,D,Sam Hunt,568,
93422323,Lacey 23,Rep 22-2,22,D,Sam Hunt,105,
93422324,Lacey 24,Rep 22-2,22,D,Sam Hunt,755,
93422327,Lacey 27,Rep 22-2,22,D,Sam Hunt,213,
93422328,Lacey 28,Rep 22-2,22,D,Sam Hunt,125,
93422329,Lacey 29,Rep 22-2,22,D,Sam Hunt,246,
93422330,Lacey 30,Rep 22-2,22,D,Sam Hunt,283,
93422331,Lacey 31,Rep 22-2,22,D,Sam Hunt,368,
93422332,Lacey 32,Rep 22-2,22,D,Sam Hunt,245,
93422333,Lacey 33,Rep 22-2,22,D,Sam Hunt,143,
93422334,Lacey 34,Rep 22-2,22,D,Sam Hunt,128,
93422335,Lacey 35,Rep 22-2,22,D,Sam Hunt,114,
33422336,Lacey 36,Rep 22-2,22,D,Sam Hunt,55,
33422337,Lacey 37,Rep 22-2,22,D,Sam Hunt,79,
33422401,Tumwater 1,Rep 22-2,22,D,Sam Hunt,227,
33422402,Tumwater 2,Rep 22-2,22,D,Sam Hunt,270,
33422403,Tumwater 3,Rep 22-2,22,D,Sam Hunt,196,
33422404,Tumwater 4,Rep 22-2,22,D,Sam Hunt,132,
33422405,Tumwater 5,Rep 22-2,22,D,Sam Hunt,172,
33422406,Tumwater 6,Rep 22-2,22,D,Sam Hunt,270,
33422407,Tumwater 7,Rep 22-2,22,D,Sam Hunt,185,
33422408,Tumwater 8,Rep 22-2,22,D,Sam Hunt,280,
33422409,Tumwater 9,Rep 22-2,22,D,Sam Hunt,187,
33422410,Tumwater 10,Rep 22-2,22,D,Sam Hunt,261,
33422411,Tumwater 11,Rep 22-2,22,D,Sam Hunt,200,
33422412,Tumwater 12,Rep 22-2,22,D,Sam Hunt,242,
33422413,Tumwater 13,Rep 22-2,22,D,Sam Hunt,131,
33422414,Tumwater 14,Rep 22-2,22,D,Sam Hunt,133,
33422415,Tumwater 15,Rep 22-2,22,D,Sam Hunt,268,
33422421,Tumwater 21,Rep 22-2,22,D,Sam Hunt,98,
93499999,Suppressed voters,Rep 22-2,22,D,Sam Hunt,33,
THURSTON WA,THURSTON WA,Rep 22-2,22,D,Sam Hunt,34103,
93422039,Jones Beach,Rep 22-2,22,R,Kevin Bonagofski,72,
