number,precinct,office,district,party,office,votes
92725105,Puyallup 105,Congress 9,9,D,Adam Smith,432
92725106,Puyallup 106,Congress 9,9,D,Adam Smith,723
92725107,Puyallup 107,Congress 9,9,D,Adam Smith,768
92725108,Puyallup 108,Congress 9,9,D,Adam Smith,729
92725109,Puyallup 109,Congress 9,9,D,Adam Smith,550
92725110,Puyallup 110,Congress 9,9,D,Adam Smith,437
92725111,Puyallup 111,Congress 9,9,D,Adam Smith,608
92725112, Puyallup 112,Congress 9,9,D,Adam Smith,395
92725116,Fife 116,Congress 9,9,D,Adam Smith,241
92725117,Fife 117,Congress 9,9,D,Adam Smith,146
92725118,Fife 118,Congress 9,9,D,Adam Smith,179
92725121,Milton 121,Congress 9,9,D,Adam Smith,317
92725122,Milton 122,Congress 9,9,D,Adam Smith,371
92725123,Milton 123,Congress 9,9,D,Adam Smith,355
92725124,Milton 124,Congress 9,9,D,Adam Smith,81
92725128,Sumner 128,Congress 9,9,D,Adam Smith,0
92725129,Sumner129,Congress 9,9,D,Adam Smith,2
92725130,Edgewood 130,Congress 9,9,D,Adam Smith,5
92725131,Edgewood 131,Congress 9,9,D,Adam Smith,38
92725132,Edgewood 132,Congress 9,9,D,Adam Smith,551
92725135,135,Congress 9,9,D,Adam Smith,2
92725136,136,Congress 9,9,D,Adam Smith,16
92725137,137,Congress 9,9,D,Adam Smith,435
92725138,138,Congress 9,9,D,Adam Smith,507
92725139,139,Congress 9,9,D,Adam Smith,417
92725140,140,Congress 9,9,D,Adam Smith,687
92725144,144,Congress 9,9,D,Adam Smith,149
92725145,145,Congress 9,9,D,Adam Smith,704
92725146,146,Congress 9,9,D,Adam Smith,431
92725147,147,Congress 9,9,D,Adam Smith,677
92725148,148,Congress 9,9,D,Adam Smith,444
92725149,149,Congress 9,9,D,Adam Smith,43
92725150,150,Congress 9,9,D,Adam Smith,416
92725151,151,Congress 9,9,D,Adam Smith,666
92725152,152,Congress 9,9,D,Adam Smith,567
92725153,153,Congress 9,9,D,Adam Smith,459
92725154,154,Congress 9,9,D,Adam Smith,32
92725155,Spanaway 155,Congress 9,9,D,Adam Smith,378
92725156,Spanaway 156,Congress 9,9,D,Adam Smith,462
92725157,Spanaway 157,Congress 9,9,D,Adam Smith,440
92725158,Spanaway 158,Congress 9,9,D,Adam Smith,69
92725159,Spanaway 159,Congress 9,9,D,Adam Smith,264
92725180,180,Congress 9,9,D,Adam Smith,344
92725181,181,Congress 9,9,D,Adam Smith,20
92727328,Tacoma 328,Congress 9,9,D,Adam Smith,51
92727329,Tacoma 329,Congress 9,9,D,Adam Smith,16
92727330,Tacoma 330,Congress 9,9,D,Adam Smith,2
92727331,Tacoma 331,Congress 9,9,D,Adam Smith,0
92727332,Tacoma 332,Congress 9,9,D,Adam Smith,694
92727333,Tacoma 333,Congress 9,9,D,Adam Smith,774
92727334,Tacoma 334,Congress 9,9,D,Adam Smith,751
92727335,Tacoma 335,Congress 9,9,D,Adam Smith,701
92727336,Tacoma 336,Congress 9,9,D,Adam Smith,400
92727352,Fife 352,Congress 9,9,D,Adam Smith,75
92727353,Milton 353,Congress 9,9,D,Adam Smith,7
92727354,Fife 354,Congress 9,9,D,Adam Smith,3
92727356,Brown's Point 356,Congress 9,9,D,Adam Smith,722
92727357,Hylebo 357,Congress 9,9,D,Adam Smith,345
92727358,Hylebo 358,Congress 9,9,D,Adam Smith,37
92728432,Lakewood 432,Congress 9,9,D,Adam Smith,369
92728433,Lakewood 433,Congress 9,9,D,Adam Smith,660
92728434,Lakewood 434,Congress 9,9,D,Adam Smith,549
92728435,Lakewood 435,Congress 9,9,D,Adam Smith,439
92728436,Lakewood 436,Congress 9,9,D,Adam Smith,599
92728438,Lakewood 438,Congress 9,9,D,Adam Smith,650
92728439,Lakewood 439,Congress 9,9,D,Adam Smith,662
92728443,Lakewood 443,Congress 9,9,D,Adam Smith,349
92728444,Lakewood 444,Congress 9,9,D,Adam Smith,320
92728451,Steilacoom  451,Congress 9,9,D,Adam Smith,222
92728452,Steilacoom 452,Congress 9,9,D,Adam Smith,570
92728453,Steilacoom 453,Congress 9,9,D,Adam Smith,680
92728457,Dupont 457,Congress 9,9,D,Adam Smith,27
92728458,Dupont 458,Congress 9,9,D,Adam Smith,799
92728461,McNeill Island 461,Congress 9,9,D,Adam Smith,9
92728462,Anderson Island 462,Congress 9,9,D,Adam Smith,321
92728463,Ketron Island 463,Congress 9,9,D,Adam Smith,9
92728464,464,Congress 9,9,D,Adam Smith,554
92728465,Fort Lewis 465,Congress 9,9,D,Adam Smith,107
92728467,McChord 467,Congress 9,9,D,Adam Smith,56
92728469,Fort Lewis 469,Congress 9,9,D,Adam Smith,28
92728470,Nisqually rural 470,Congress 9,9,D,Adam Smith,12
92729537,Lakewood 537,Congress 9,9,D,Adam Smith,137
92729563,563,Congress 9,9,D,Adam Smith,227
92729564,564,Congress 9,9,D,Adam Smith,502
92729565,565,Congress 9,9,D,Adam Smith,250
92731601,Edgewood 601,Congress 9,9,D,Adam Smith,176
92731602,Edgewood 602,Congress 9,9,D,Adam Smith,651
92731603,Edgewood 603,Congress 9,9,D,Adam Smith,751
92731604,Edgewood 604,Congress 9,9,D,Adam Smith,190
92731608,Pacific 608,Congress 9,9,D,Adam Smith,10
92731611,Sumner 611,Congress 9,9,D,Adam Smith,3
92731612,Sumner 612,Congress 9,9,D,Adam Smith,4
92731613,Sumner 613,Congress 9,9,D,Adam Smith,9
92731614,Sumner 614,Congress 9,9,D,Adam Smith,497
92731615,Sumner 615,Congress 9,9,D,Adam Smith,544
92731616,Sumner 616,Congress 9,9,D,Adam Smith,668
92731631,Puyallup 631,Congress 9,9,D,Adam Smith,3
92731636,Sumner 636,Congress 9,9,D,Adam Smith,0
92731643,643,Congress 9,9,D,Adam Smith,57
92731644,644,Congress 9,9,D,Adam Smith,77
62725127,Tacoma 127,Congress 6,6,R,Doug Cloud,0
62725141,141,Congress 6,6,R,Doug Cloud,179
62725142,142,Congress 6,6,R,Doug Cloud,6
62725143,143,Congress 6,6,R,Doug Cloud,252
62726201,Gig Harbor 201,Congress 6,6,R,Doug Cloud,566
62726201,Gig Harbor 202,Congress 6,6,R,Doug Cloud,446
62726211,Lakebay 211,Congress 6,6,R,Doug Cloud,409
62726212,Lakebay 212,Congress 6,6,R,Doug Cloud,611
62726213,Lakebay 213,Congress 6,6,R,Doug Cloud,555
62726214,Lakebay 214,Congress 6,6,R,Doug Cloud,529
62726215,Herron Island 215,Congress 6,6,R,Doug Cloud,31
62726216,S Kitsap Penin 216,Congress 6,6,R,Doug Cloud,719
62726217,S Kitsap Penin 217,Congress 6,6,R,Doug Cloud,272
62726218,S Kitsap Penin 218,Congress 6,6,R,Doug Cloud,357
62726219,S Kitsap Penin 219,Congress 6,6,R,Doug Cloud,479
62726220,S Kitsap Penin 220,Congress 6,6,R,Doug Cloud,83
62726221,S Kitsap Penin 221,Congress 6,6,R,Doug Cloud,498
62726222,S Kitsap Penin 222,Congress 6,6,R,Doug Cloud,298
62726223,SKP Raft Island 223,Congress 6,6,R,Doug Cloud,365
62726224,S Kitsap Penin 224,Congress 6,6,R,Doug Cloud,43
62726225,S Kitsap Penin 225,Congress 6,6,R,Doug Cloud,435
62726226,S Kitsap Penin 226,Congress 6,6,R,Doug Cloud,593
62726227,Fox Island 227,Congress 6,6,R,Doug Cloud,629
62726228,S Kitsap Penin 228,Congress 6,6,R,Doug Cloud,443
62726229,S Kitsap Penin 229,Congress 6,6,R,Doug Cloud,390
62726230,S Kitsap Penin 230,Congress 6,6,R,Doug Cloud,481
62727301,Tacoma 301,Congress 6,6,R,Doug Cloud,258
62727302,Tacoma 302,Congress 6,6,R,Doug Cloud,350
62727303,Tacoma 303,Congress 6,6,R,Doug Cloud,262
62727304,Tacoma 304,Congress 6,6,R,Doug Cloud,296
62727305,Tacoma 305,Congress 6,6,R,Doug Cloud,259
62727306,Tacoma 306,Congress 6,6,R,Doug Cloud,278
62727307,Tacoma 307,Congress 6,6,R,Doug Cloud,250
62727308,Tacoma 308,Congress 6,6,R,Doug Cloud,113
62727309,Tacoma 309,Congress 6,6,R,Doug Cloud,200
62727310,Tacoma 310,Congress 6,6,R,Doug Cloud,146
62727311,Tacoma 311,Congress 6,6,R,Doug Cloud,85
62727312,Tacoma 312,Congress 6,6,R,Doug Cloud,133
62727313,Tacoma 313,Congress 6,6,R,Doug Cloud,191
62727314,Tacoma 314,Congress 6,6,R,Doug Cloud,183
62727315,Tacoma 315,Congress 6,6,R,Doug Cloud,127
62727316,Tacoma 316,Congress 6,6,R,Doug Cloud,127
62727317,Tacoma 317,Congress 6,6,R,Doug Cloud,65
62727318,Tacoma 318,Congress 6,6,R,Doug Cloud,239
62727319,Tacoma 319,Congress 6,6,R,Doug Cloud,198
62727320,Tacoma 320,Congress 6,6,R,Doug Cloud,191
62727321,Tacoma 321,Congress 6,6,R,Doug Cloud,136
62727322,Tacoma 322,Congress 6,6,R,Doug Cloud,102
62727323,Tacoma 323,Congress 6,6,R,Doug Cloud,107
62727324,Tacoma 324,Congress 6,6,R,Doug Cloud,183
62727325,Tacoma 325,Congress 6,6,R,Doug Cloud,84
62727326,Tacoma 326,Congress 6,6,R,Doug Cloud,0
62727327,Tacoma 327,Congress 6,6,R,Doug Cloud,40
62727337,Tacoma 337,Congress 6,6,R,Doug Cloud,86
62727338,Tacoma 338,Congress 6,6,R,Doug Cloud,184
62727339,Tacoma 339,Congress 6,6,R,Doug Cloud,119
62727340,Tacoma 340,Congress 6,6,R,Doug Cloud,83
62727341,Tacoma 341,Congress 6,6,R,Doug Cloud,175
62727342,Tacoma 342,Congress 6,6,R,Doug Cloud,115
62727343,Tacoma 343,Congress 6,6,R,Doug Cloud,2
62727344,Tacoma 344,Congress 6,6,R,Doug Cloud,17
62727345,Tacoma 345,Congress 6,6,R,Doug Cloud,179
62727351,Ruston 351,Congress 6,6,R,Doug Cloud,71
62727359,359,Congress 6,6,R,Doug Cloud,0
62728401,Tacoma 401,Congress 6,6,R,Doug Cloud,305
62728402,Tacoma 402,Congress 6,6,R,Doug Cloud,199
62728403,Tacoma 403,Congress 6,6,R,Doug Cloud,408
62728404,Tacoma 404,Congress 6,6,R,Doug Cloud,271
62728405,Tacoma 405,Congress 6,6,R,Doug Cloud,79
62728411,Fircrest 411,Congress 6,6,R,Doug Cloud,254
62728412,Fircrest 412,Congress 6,6,R,Doug Cloud,418
62728413,Fircrest 413,Congress 6,6,R,Doug Cloud,59
62728416,Univ Place 416,Congress 6,6,R,Doug Cloud,351
62728417,Univ Place 417,Congress 6,6,R,Doug Cloud,244
62728418,Univ Place 418,Congress 6,6,R,Doug Cloud,252
62728419,Univ Place 419,Congress 6,6,R,Doug Cloud,316
62728420,Univ Place 420,Congress 6,6,R,Doug Cloud,405
62728421,Univ Place 421,Congress 6,6,R,Doug Cloud,316
62728422,Univ Place 422,Congress 6,6,R,Doug Cloud,422
62728423,Univ Place 423,Congress 6,6,R,Doug Cloud,440
62728424,Univ Place 424,Congress 6,6,R,Doug Cloud,371
62728425,Univ Place 426,Congress 6,6,R,Doug Cloud,0
62728426,Lakewood 430,Congress 6,6,R,Doug Cloud,402
62728427,Lakewood 431,Congress 6,6,R,Doug Cloud,212
62728437,Lakewood 437,Congress 6,6,R,Doug Cloud,270
62728440,Lakewood 440,Congress 6,6,R,Doug Cloud,103
62728441,Lakewood 441,Congress 6,6,R,Doug Cloud,62
62728442,Lakewood 442,Congress 6,6,R,Doug Cloud,5
62728460,460,Congress 6,6,R,Doug Cloud,0
62729500,Tacoma 500,Congress 6,6,R,Doug Cloud,0
62729501,Tacoma 501,Congress 6,6,R,Doug Cloud,167
62729502,Tacoma 502,Congress 6,6,R,Doug Cloud,170
62729503,Tacoma 503,Congress 6,6,R,Doug Cloud,131
62729504,Tacoma 504,Congress 6,6,R,Doug Cloud,176
62729505,Tacoma 505,Congress 6,6,R,Doug Cloud,154
62729506,Tacoma 506,Congress 6,6,R,Doug Cloud,166
62729507,Tacoma 507,Congress 6,6,R,Doug Cloud,218
62729508,Tacoma 508,Congress 6,6,R,Doug Cloud,18
62729509,Tacoma 509,Congress 6,6,R,Doug Cloud,143
62729510,Tacoma 510,Congress 6,6,R,Doug Cloud,219
62729511,Tacoma 511,Congress 6,6,R,Doug Cloud,194
62729512,Tacoma 512,Congress 6,6,R,Doug Cloud,160
62729513,Tacoma 513,Congress 6,6,R,Doug Cloud,153
62729515,Tacoma 515,Congress 6,6,R,Doug Cloud,102
62729516,Tacoma 516,Congress 6,6,R,Doug Cloud,190
62729517,Tacoma 517,Congress 6,6,R,Doug Cloud,234
62729518,Tacoma 518,Congress 6,6,R,Doug Cloud,152
62729519,Tacoma 519,Congress 6,6,R,Doug Cloud,26
62729520,Tacoma 520,Congress 6,6,R,Doug Cloud,138
62729521,Tacoma 521,Congress 6,6,R,Doug Cloud,164
62729522,Tacoma 522,Congress 6,6,R,Doug Cloud,114
62729523,Tacoma 523,Congress 6,6,R,Doug Cloud,0
62729530,Univ Place 530,Congress 6,6,R,Doug Cloud,76
62729531,Lakewood 531,Congress 6,6,R,Doug Cloud,1
62729532,Lakewood 532,Congress 6,6,R,Doug Cloud,179
62729533,Lakewood 533,Congress 6,6,R,Doug Cloud,151
62729534,Lakewood 534,Congress 6,6,R,Doug Cloud,159
62729535,Lakewood 535,Congress 6,6,R,Doug Cloud,92
62729536,Lakewood 536,Congress 6,6,R,Doug Cloud,159
62729538,Lakewood 538,Congress 6,6,R,Doug Cloud,3
62729545,Lakewood 545,Congress 6,6,R,Doug Cloud,41
62729546,546,Congress 6,6,R,Doug Cloud,10
62729548,548,Congress 6,6,R,Doug Cloud,1
62729549,549,Congress 6,6,R,Doug Cloud,62
62729550,550,Congress 6,6,R,Doug Cloud,165
62729551,551,Congress 6,6,R,Doug Cloud,7
62729552,552,Congress 6,6,R,Doug Cloud,10
62729553,553,Congress 6,6,R,Doug Cloud,67
62729554,554,Congress 6,6,R,Doug Cloud,37
62729555,Parkland 555,Congress 6,6,R,Doug Cloud,155
62729556,Parkland 556,Congress 6,6,R,Doug Cloud,174
62729557,Parkland 557,Congress 6,6,R,Doug Cloud,0
62729558,Parkland 558,Congress 6,6,R,Doug Cloud,139
62729559,Parkland 559,Congress 6,6,R,Doug Cloud,145
62729560,Parkland 560,Congress 6,6,R,Doug Cloud,276
62729561,561,Congress 6,6,R,Doug Cloud,0
62729562,562,Congress 6,6,R,Doug Cloud,5
62729566,566,Congress 6,6,R,Doug Cloud,2
82702002,Orting 2,Congress 8,8,R,Dave Reichert,380
82702003,Orting 3,Congress 8,8,R,Dave Reichert,387
82702004,Wilkeson 4,Congress 8,8,R,Dave Reichert,2
82702005,Carbonado 5,Congress 8,8,R,Dave Reichert,120
82702006,Eatonville 6,Congress 8,8,R,Dave Reichert,404
82702021,21,Congress 8,8,R,Dave Reichert,24
82702022,22,Congress 8,8,R,Dave Reichert,179
82702023,23,Congress 8,8,R,Dave Reichert,315
82702025,25,Congress 8,8,R,Dave Reichert,673
82702046,46,Congress 8,8,R,Dave Reichert,79
82702049,49,Congress 8,8,R,Dave Reichert,443
82702050,50,Congress 8,8,R,Dave Reichert,488
82702051,51,Congress 8,8,R,Dave Reichert,55
82702053,53,Congress 8,8,R,Dave Reichert,615
82702054,54,Congress 8,8,R,Dave Reichert,115
82702055,55,Congress 8,8,R,Dave Reichert,17
82702056,56,Congress 8,8,R,Dave Reichert,147
82702057,57,Congress 8,8,R,Dave Reichert,68
82702058,58,Congress 8,8,R,Dave Reichert,2
82702059,59,Congress 8,8,R,Dave Reichert,712
82702060,60,Congress 8,8,R,Dave Reichert,416
82702061,61,Congress 8,8,R,Dave Reichert,82
82702062,62,Congress 8,8,R,Dave Reichert,335
82702063,63,Congress 8,8,R,Dave Reichert,174
82702064,64,Congress 8,8,R,Dave Reichert,177
82702026,Graham,Congress 8,8,R,Dave Reichert,577
82702035,Graham,Congress 8,8,R,Dave Reichert,209
82702039,Graham,Congress 8,8,R,Dave Reichert,727
82702044,Graham,Congress 8,8,R,Dave Reichert,638
82702045,Graham,Congress 8,8,R,Dave Reichert,733
82702047,Graham,Congress 8,8,R,Dave Reichert,373
82702048,Graham,Congress 8,8,R,Dave Reichert,785
82702052,Graham,Congress 8,8,R,Dave Reichert,371
82725160,160,Congress 8,8,R,Dave Reichert,217
82725161,161,Congress 8,8,R,Dave Reichert,176
82725162,162,Congress 8,8,R,Dave Reichert,626
82725163,163,Congress 8,8,R,Dave Reichert,408
82725164,164,Congress 8,8,R,Dave Reichert,488
82725165,165,Congress 8,8,R,Dave Reichert,46
82725166,166,Congress 8,8,R,Dave Reichert,810
82725167,167,Congress 8,8,R,Dave Reichert,205
82725168,168,Congress 8,8,R,Dave Reichert,540
82725169,169,Congress 8,8,R,Dave Reichert,122
82725170,170,Congress 8,8,R,Dave Reichert,461
82725171,171,Congress 8,8,R,Dave Reichert,669
82725172,172,Congress 8,8,R,Dave Reichert,445
82725173,173,Congress 8,8,R,Dave Reichert,192
82725174,174,Congress 8,8,R,Dave Reichert,399
82725177,177,Congress 8,8,R,Dave Reichert,8
82725179,179,Congress 8,8,R,Dave Reichert,9
82731617,Sumner 617,Congress 8,8,R,Dave Reichert,1
82731618,Auburn 618,Congress 8,8,R,Dave Reichert,17
82731619,Auburn 619,Congress 8,8,R,Dave Reichert,659
82731621,Bonney Lake 621,Congress 8,8,R,Dave Reichert,458
82731622,Bonney Lake 622,Congress 8,8,R,Dave Reichert,880
82731623,Bonney Lake 623,Congress 8,8,R,Dave Reichert,326
82731624,Bonney Lake 624,Congress 8,8,R,Dave Reichert,398
82731625,Bonney Lake 625,Congress 8,8,R,Dave Reichert,319
82731626,Bonney Lake 626,Congress 8,8,R,Dave Reichert,91
82731627,Buckley 627,Congress 8,8,R,Dave Reichert,194
82731628,Buckley 628,Congress 8,8,R,Dave Reichert,503
82731629,South Prairie 629,Congress 8,8,R,Dave Reichert,60
82731630,Wilkeson 630,Congress 8,8,R,Dave Reichert,79
82731638,Lake Tapps 638,Congress 8,8,R,Dave Reichert,338
82731639,Lake Tapps 639,Congress 8,8,R,Dave Reichert,289
82731640,Lake Tapps 640,Congress 8,8,R,Dave Reichert,576
82731641,Lake Tapps 641,Congress 8,8,R,Dave Reichert,51
82731642,Lake Tapps 642,Congress 8,8,R,Dave Reichert,243
82731650,Lake Tapps 650,Congress 8,8,R,Dave Reichert,292
82731651,Lake Tapps 651,Congress 8,8,R,Dave Reichert,228
82731652,Lake Tapps 652,Congress 8,8,R,Dave Reichert,430
82731653,Lake Tapps 653,Congress 8,8,R,Dave Reichert,493
82731645,645,Congress 8,8,R,Dave Reichert,147
82731646,646,Congress 8,8,R,Dave Reichert,137
82731647,647,Congress 8,8,R,Dave Reichert,9
82731648,648,Congress 8,8,R,Dave Reichert,96
82731649,649,Congress 8,8,R,Dave Reichert,78
82731654,654,Congress 8,8,R,Dave Reichert,102
82731655,655,Congress 8,8,R,Dave Reichert,289
82731656,656,Congress 8,8,R,Dave Reichert,118
82731657,657,Congress 8,8,R,Dave Reichert,237
82731658,658,Congress 8,8,R,Dave Reichert,555
82731659,659,Congress 8,8,R,Dave Reichert,447
82731660,660,Congress 8,8,R,Dave Reichert,158
82731661,661,Congress 8,8,R,Dave Reichert,107
82731662,662,Congress 8,8,R,Dave Reichert,121
82731663,663,Congress 8,8,R,Dave Reichert,85
82731664,664,Congress 8,8,R,Dave Reichert,109
82731665,665,Congress 8,8,R,Dave Reichert,190
82731666,666,Congress 8,8,R,Dave Reichert,190
82731667,667,Congress 8,8,R,Dave Reichert,280
82731668,wilkeson rural 668,Congress 8,8,R,Dave Reichert,64
82731669,wilkeson rural 669,Congress 8,8,R,Dave Reichert,6
82731670,670,Congress 8,8,R,Dave Reichert,90
82731671,671,Congress 8,8,R,Dave Reichert,1
82731672,672,Congress 8,8,R,Dave Reichert,55
82731673,673,Congress 8,8,R,Dave Reichert,7
62727359,359,Congress 9,9,R,Stephen Cofchin,0
92702001,Roy 1,Congress 9,9,R,Stephen Cofchin,75
92702011,Spanaway 11,Congress 9,9,R,Stephen Cofchin,250
92702012,Spanaway 12,Congress 9,9,R,Stephen Cofchin,158
92702013,Spanaway 13,Congress 9,9,R,Stephen Cofchin,12
92702014,Spanaway 14,Congress 9,9,R,Stephen Cofchin,208
92702015,Spanaway 15,Congress 9,9,R,Stephen Cofchin,180
92702016,Spanaway 16,Congress 9,9,R,Stephen Cofchin,167
92702017,Spanaway 17,Congress 9,9,R,Stephen Cofchin,374
92702018,Spanaway 18,Congress 9,9,R,Stephen Cofchin,234
92702019,Spanaway 19,Congress 9,9,R,Stephen Cofchin,274
92702020,20,Congress 9,9,R,Stephen Cofchin,131
92702024,24,Congress 9,9,R,Stephen Cofchin,132
92702027,Graham,Congress 9,9,R,Stephen Cofchin,211
92702028,Graham,Congress 9,9,R,Stephen Cofchin,319
92702029,Graham,Congress 9,9,R,Stephen Cofchin,46
92702030,Graham,Congress 9,9,R,Stephen Cofchin,140
92702031,Graham,Congress 9,9,R,Stephen Cofchin,98
92702032,Graham,Congress 9,9,R,Stephen Cofchin,96
92702033,Graham,Congress 9,9,R,Stephen Cofchin,263
92702034,Graham,Congress 9,9,R,Stephen Cofchin,319
92702036,36,Congress 9,9,R,Stephen Cofchin,178
92702037,Graham,Congress 9,9,R,Stephen Cofchin,288
92702038,Graham,Congress 9,9,R,Stephen Cofchin,359
92702040,Yelm rural 40,Congress 9,9,R,Stephen Cofchin,397
92702041,Yelm rural 41,Congress 9,9,R,Stephen Cofchin,162
92702042,Graham,Congress 9,9,R,Stephen Cofchin,234
92702043,Yelm rural 43,Congress 9,9,R,Stephen Cofchin,132
92702065,Fort Lewis 65,Congress 9,9,R,Stephen Cofchin,0
92725101,Puyallup 101,Congress 9,9,R,Stephen Cofchin,56
92725102,Puyallup 102,Congress 9,9,R,Stephen Cofchin,302
92725103,Puyallup 103,Congress 9,9,R,Stephen Cofchin,245
92725104,Puyallup 104,Congress 9,9,R,Stephen Cofchin,217
92725105,Puyallup 105,Congress 9,9,R,Stephen Cofchin,180
92725106,Puyallup 106,Congress 9,9,R,Stephen Cofchin,401
92725107,Puyallup 107,Congress 9,9,R,Stephen Cofchin,437
92725108,Puyallup 108,Congress 9,9,R,Stephen Cofchin,492
92725109,Puyallup 109,Congress 9,9,R,Stephen Cofchin,337
92725110,Puyallup 110,Congress 9,9,R,Stephen Cofchin,336
92725111,Puyallup 111,Congress 9,9,R,Stephen Cofchin,453
92725112, Puyallup 112,Congress 9,9,R,Stephen Cofchin,415
92725116,Fife 116,Congress 9,9,R,Stephen Cofchin,114
92725117,Fife 117,Congress 9,9,R,Stephen Cofchin,63
92725118,Fife 118,Congress 9,9,R,Stephen Cofchin,113
92725121,Milton 121,Congress 9,9,R,Stephen Cofchin,163
92725122,Milton 122,Congress 9,9,R,Stephen Cofchin,251
92725123,Milton 123,Congress 9,9,R,Stephen Cofchin,173
92725124,Milton 124,Congress 9,9,R,Stephen Cofchin,33
92725128,Sumner 128,Congress 9,9,R,Stephen Cofchin,2
92725129,Sumner129,Congress 9,9,R,Stephen Cofchin,0
92725130,Edgewood 130,Congress 9,9,R,Stephen Cofchin,3
92725131,Edgewood 131,Congress 9,9,R,Stephen Cofchin,36
92725132,Edgewood 132,Congress 9,9,R,Stephen Cofchin,293
92725135,135,Congress 9,9,R,Stephen Cofchin,2
92725136,136,Congress 9,9,R,Stephen Cofchin,12
92725137,137,Congress 9,9,R,Stephen Cofchin,209
92725138,138,Congress 9,9,R,Stephen Cofchin,322
92725139,139,Congress 9,9,R,Stephen Cofchin,230
92725140,140,Congress 9,9,R,Stephen Cofchin,436
92725144,144,Congress 9,9,R,Stephen Cofchin,94
92725145,145,Congress 9,9,R,Stephen Cofchin,339
92725146,146,Congress 9,9,R,Stephen Cofchin,250
92725147,147,Congress 9,9,R,Stephen Cofchin,372
92725148,148,Congress 9,9,R,Stephen Cofchin,321
92725149,149,Congress 9,9,R,Stephen Cofchin,11
92725150,150,Congress 9,9,R,Stephen Cofchin,211
92725151,151,Congress 9,9,R,Stephen Cofchin,390
92725152,152,Congress 9,9,R,Stephen Cofchin,365
92725153,153,Congress 9,9,R,Stephen Cofchin,374
92725154,154,Congress 9,9,R,Stephen Cofchin,18
92725155,Spanaway 155,Congress 9,9,R,Stephen Cofchin,173
92725156,Spanaway 156,Congress 9,9,R,Stephen Cofchin,277
92725157,Spanaway 157,Congress 9,9,R,Stephen Cofchin,273
92725158,Spanaway 158,Congress 9,9,R,Stephen Cofchin,37
92725159,Spanaway 159,Congress 9,9,R,Stephen Cofchin,180
92725180,180,Congress 9,9,R,Stephen Cofchin,172
92725181,181,Congress 9,9,R,Stephen Cofchin,16
92727328,Tacoma 328,Congress 9,9,R,Stephen Cofchin,22
92727329,Tacoma 329,Congress 9,9,R,Stephen Cofchin,7
92727330,Tacoma 330,Congress 9,9,R,Stephen Cofchin,1
92727331,Tacoma 331,Congress 9,9,R,Stephen Cofchin,0
